nomi,yil,janr,reyting,distribyutor,byudjet,ichki_daromad,jahon_daromadi
Dirty Grandpa,2016,Comedy,R,Lionsgate,11500000.0,35593113.0,105241410.0
St. Trinian’s,2009,Comedy,PG-13,NeoClassics Films,11400000.0,15000.0,29830239.0
The Fighter,2010,Drama,R,Paramount Pictures,11000000.0,93617009.0,129262388.0
Jackass: Number Two,2006,Comedy,R,Paramount Pictures,11000000.0,72778712.0,85278712.0
If I Stay,2014,Drama,PG-13,Warner Bros.,11000000.0,50474843.0,78356170.0
A Walk to Remember,2002,Drama,PG,Warner Bros.,11000000.0,41227069.0,46060915.0
Brooklyn,2015,Drama,PG-13,Fox Searchlight,11000000.0,38322743.0,62076141.0
The Secret Life of Bees,2008,Drama,PG-13,Fox Searchlight,11000000.0,37780486.0,39994347.0
Woman in Gold,2015,Drama,PG-13,Weinstein Co.,11000000.0,33307793.0,57019592.0
Saw VI,2009,Horror,R,Lionsgate,11000000.0,27693292.0,69752402.0
Corky Romano,2001,Comedy,PG-13,Walt Disney,11000000.0,23978402.0,25116103.0
Quartet,2013,Comedy,PG-13,Weinstein Co.,11000000.0,18388357.0,56178935.0
Out Cold,2001,Comedy,PG-13,Walt Disney,11000000.0,13906394.0,14786394.0
The Ladies Man,2000,Comedy,R,Paramount Pictures,11000000.0,13592872.0,13719474.0
Tomcats,2001,Comedy,R,Sony Pictures,11000000.0,13558739.0,13558739.0
Inside Llewyn Davis,2013,Drama,R,CBS Films,11000000.0,13248209.0,32943247.0
Kinsey,2004,Drama,R,Fox Searchlight,11000000.0,10214647.0,17443529.0
Slackers,2002,Comedy,R,Sony Pictures,11000000.0,4814244.0,5942218.0
The Gospel of John,2003,Drama,PG-13,ThinkFilm,11000000.0,4068087.0,4234355.0
Vera Drake,2004,Drama,R,Fine Line,11000000.0,3753806.0,13353855.0
The Guru,2003,Comedy,R,Universal,11000000.0,3051221.0,24150550.0
Romance and Cigarettes,2007,Comedy,R,Borotoro,11000000.0,551002.0,3231251.0
Copying Beethoven,2006,Drama,PG-13,MGM,11000000.0,355968.0,6586324.0
Brighton Rock,2011,Drama,R,IFC Films,11000000.0,229653.0,229653.0
LOL,2012,Comedy,PG-13,Lionsgate,11000000.0,0.0,10431506.0
Saw V,2008,Horror,R,Lionsgate,10800000.0,56746769.0,118209778.0
Les Intouchables,2012,Comedy,R,Weinstein Co.,10800000.0,13182281.0,484873045.0
Jindabyne,2007,Drama,R,Sony Pictures Classics,10800000.0,399879.0,2862544.0
Darkness,2004,Horror,PG-13,Miramax/Dimension,10600000.0,22163442.0,34409206.0
In the Land of Women,2007,Comedy,PG-13,Warner Bros.,10500000.0,11052958.0,14140402.0
The Blue Butterfly,2004,Drama,PG,Alliance Films,10400000.0,1610194.0,1610194.0
September Dawn,2007,Drama,R,Black Diamond Pictures,10100000.0,1066555.0,1066555.0
The Grudge,2004,Horror,PG-13,Sony Pictures,10000000.0,110359362.0,187281115.0
Don’t Breathe,2016,Horror,R,Sony Pictures,10000000.0,89217875.0,159047649.0
Saw III,2006,Horror,R,Lionsgate,10000000.0,80238724.0,163876815.0
The Purge: Election Year,2016,Horror,R,Universal,10000000.0,79042440.0,118557124.0
Book Club,2018,Comedy,PG-13,Paramount Pictures,10000000.0,68566296.0,89643819.0
Bring it On,2000,Comedy,PG-13,Universal,10000000.0,68353550.0,90453550.0
Saw IV,2007,Horror,R,Lionsgate,10000000.0,63300095.0,135759694.0
Madea's Family Reunion,2006,Comedy,PG-13,Lionsgate,10000000.0,63257940.0,63320521.0
White Noise,2005,Drama,PG-13,Universal,10000000.0,56094360.0,92094360.0
Insidious Chapter 3,2015,Horror,PG-13,Focus Features,10000000.0,52218558.0,120678444.0
Lady Bird,2017,Drama,R,A24,10000000.0,48958273.0,78610769.0
The Best Exotic Marigold Hotel,2012,Comedy,PG-13,Fox Searchlight,10000000.0,46383639.0,134639780.0
Hereditary,2018,Horror,R,A24,10000000.0,44069456.0,70090779.0
"Love, Simon",2018,Drama,PG-13,20th Century Fox,10000000.0,40826341.0,65521685.0
Jigsaw,2017,Horror,R,Lionsgate,10000000.0,38052832.0,102499582.0
Jeepers Creepers,2001,Horror,R,MGM,10000000.0,37904175.0,58939035.0
Recess: School's Out,2001,Adventure,G,Walt Disney,10000000.0,36696761.0,44451470.0
The Boy,2016,Horror,PG-13,STX Entertainment,10000000.0,35819556.0,68220952.0
"Everything, Everything",2017,Drama,PG-13,Warner Bros.,10000000.0,34121140.0,61604439.0
Devil,2010,Horror,PG-13,Universal,10000000.0,33679655.0,63354114.0
Friday After Next,2002,Comedy,R,New Line,10000000.0,33253609.0,33526835.0
How to Be a Latin Lover,2017,Comedy,PG-13,Lionsgate,10000000.0,32149404.0,62556228.0
Nick and Norah's Infinite Playlist,2008,Drama,PG-13,Sony Pictures,10000000.0,31487293.0,33886017.0
Calendar Girls,2003,Comedy,PG-13,Walt Disney,10000000.0,31011616.0,93074616.0
The Banger Sisters,2002,Comedy,R,20th Century Fox,10000000.0,30306281.0,38067218.0
Teen Titans Go! To The Movies,2018,Adventure,PG,Warner Bros.,10000000.0,29562341.0,51411600.0
Swimfan,2002,Drama,PG-13,20th Century Fox,10000000.0,28564995.0,34084228.0
Employee of the Month,2006,Comedy,PG-13,Lionsgate,10000000.0,28444855.0,38364855.0
Sinister 2,2015,Horror,R,Focus Features,10000000.0,27740955.0,54104225.0
Mud,2013,Drama,PG-13,Roadside Attractions,10000000.0,21590086.0,31556959.0
Blair Witch,2016,Horror,R,Lionsgate,10000000.0,20777061.0,37478274.0
Valentine,2001,Horror,R,Warner Bros.,10000000.0,20384136.0,20384136.0
